data:982.82,983.59,256.48,249.91
data:982.80,983.61,256.65,249.74
data:982.81,983.61,256.57,249.74
data:982.79,983.61,256.74,249.74
data:982.78,983.61,256.82,249.74
data:982.80,983.64,256.65,249.49
data:982.81,983.59,256.57,249.91
data:982.79,983.59,256.74,249.91
data:982.80,983.67,256.65,249.23
data:982.80,983.67,256.65,249.23
data:982.80,983.61,256.65,249.74
data:982.80,983.59,256.65,249.91
data:982.80,983.59,256.65,249.91
data:982.81,983.61,256.57,249.74
data:982.81,983.61,256.57,249.74
data:982.80,983.59,256.65,249.91
data:982.81,983.59,256.57,249.91
data:982.78,983.59,256.82,249.91
data:982.79,983.64,256.74,249.49
data:982.78,983.64,256.82,249.49
data:982.76,983.58,256.99,250.00
data:982.79,983.58,256.74,250.00
data:982.78,983.58,256.82,250.00
data:982.78,983.58,256.82,250.00
data:982.80,983.61,256.65,249.74
data:982.77,983.58,256.91,250.00
data:982.81,983.58,256.57,250.00
data:982.78,983.64,256.82,249.49
data:982.80,983.64,256.65,249.49
data:982.78,983.58,256.82,250.00
data:982.79,983.58,256.74,250.00
data:982.78,983.58,256.82,250.00
data:982.78,983.47,256.82,250.94
data:982.78,983.47,256.82,250.94
data:982.79,983.66,256.74,249.31
data:982.79,983.72,256.74,248.80
data:982.76,983.72,256.99,248.80
data:982.77,983.69,256.91,249.06
data:982.79,983.63,256.74,249.57
data:982.76,983.63,256.99,249.57
data:982.75,983.61,257.08,249.74
data:982.79,983.61,256.74,249.74
data:982.79,983.63,256.74,249.57
data:982.78,983.55,256.82,250.26
data:982.75,983.55,257.08,250.26
data:982.78,983.63,256.82,249.57
data:982.78,983.63,256.82,249.57
data:982.76,983.66,256.99,249.31
data:982.75,983.71,257.08,248.89
data:982.78,983.71,256.82,248.89
data:982.77,983.68,256.91,249.15
data:982.77,983.68,256.91,249.15
data:982.77,983.66,256.91,249.31
data:982.76,983.63,256.99,249.57
data:982.80,983.63,256.65,249.57
data:982.75,983.63,257.08,249.57
data:982.79,983.63,256.74,249.57
data:982.77,983.71,256.91,248.89
data:982.79,983.71,256.74,248.89
data:982.78,983.71,256.82,248.89
data:982.77,983.71,256.91,248.89
data:982.77,983.71,256.91,248.89
data:982.79,983.71,256.74,248.89
data:982.76,983.63,256.99,249.57
data:982.79,983.63,256.74,249.57
data:982.77,983.65,256.91,249.40
data:982.78,983.65,256.82,249.40
data:982.76,983.68,256.99,249.15
data:982.77,983.65,256.91,249.40
data:982.75,983.65,257.08,249.40
data:982.79,983.65,256.74,249.40
data:982.76,983.65,256.99,249.40
data:982.77,983.71,256.91,248.89
data:982.77,983.76,256.91,248.46
data:982.76,983.76,256.99,248.46
data:982.78,983.71,256.82,248.89
data:982.77,983.71,256.91,248.89
data:982.77,983.65,256.91,249.40
data:982.79,983.62,256.74,249.66
data:982.78,983.62,256.82,249.66
data:982.78,983.68,256.82,249.15
data:982.77,983.68,256.91,249.15
data:982.76,983.60,256.99,249.83
data:982.77,983.71,256.91,248.89
data:982.79,983.71,256.74,248.89
data:982.78,983.65,256.82,249.40
data:982.78,983.65,256.82,249.40
data:982.78,983.76,256.82,248.46
data:982.77,983.62,256.91,249.66
data:982.77,983.62,256.91,249.66
data:982.77,983.60,256.91,249.83
data:982.80,983.60,256.65,249.83
data:982.78,983.65,256.82,249.40
data:982.77,983.73,256.91,248.72
data:982.78,983.73,256.82,248.72
data:982.77,983.68,256.91,249.15
data:982.78,983.68,256.82,249.15
data:982.78,983.71,256.82,248.89
data:982.78,983.68,256.82,249.15
data:982.78,983.68,256.82,249.15
data:982.78,983.63,256.82,249.57
data:982.77,983.63,256.91,249.57
data:982.77,983.57,256.91,250.08
data:982.76,983.63,256.99,249.57
data:982.75,983.63,257.08,249.57
data:982.78,983.63,256.82,249.57
data:982.76,983.63,256.99,249.57
data:982.77,983.63,256.91,249.57
data:982.77,983.73,256.91,248.72
data:982.75,983.73,257.08,248.72
data:982.76,983.65,256.99,249.40
data:982.77,983.65,256.91,249.40
data:982.77,983.74,256.91,248.63
data:982.77,983.65,256.91,249.40
data:982.77,983.65,256.91,249.40
data:982.77,983.63,256.91,249.57
data:982.78,983.63,256.82,249.57
data:982.77,983.63,256.91,249.57
data:982.76,983.55,256.99,250.26
data:982.77,983.55,256.91,250.26
data:982.79,983.60,256.74,249.83
data:982.78,983.60,256.82,249.83
data:982.78,983.71,256.82,248.89
data:982.76,983.68,256.99,249.15
data:982.76,983.68,256.99,249.15
data:982.77,983.66,256.91,249.31
data:982.78,983.66,256.82,249.31
data:982.79,983.68,256.74,249.15
data:982.75,983.68,257.08,249.15
data:982.77,983.68,256.91,249.15
data:982.76,983.71,256.99,248.89
data:982.73,983.71,257.25,248.89
data:982.73,983.60,257.25,249.83
data:982.70,983.52,257.51,250.51
data:982.67,983.52,257.76,250.51
data:982.66,983.52,257.85,250.51
data:982.65,983.52,257.93,250.51
data:982.64,983.55,258.02,250.26
data:982.62,983.50,258.19,250.68
data:982.60,983.50,258.36,250.68
data:982.58,983.44,258.53,251.19
data:982.55,983.44,258.78,251.19
data:982.55,983.42,258.78,251.36
data:982.57,983.26,258.62,252.73
data:982.56,983.26,258.70,252.73
data:982.54,983.37,258.87,251.79
data:982.53,983.37,258.96,251.79
data:982.51,983.37,259.13,251.79
data:982.49,983.34,259.30,252.04
data:982.50,983.34,259.21,252.04
